annotation_id,submission_number,field,baseline_codes,codes,annotation_state,source_limited,limitation_layer
K230812:component_status,K230812,component_status,SINGLE,SINGLE,CODED,false,NONE
K230823:input,K230823,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K230823:output,K230823,output,CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT,CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT,CODED,false,NONE
K230823:user,K230823,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K230823:setting,K230823,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K230823:action,K230823,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K230823:component_status,K230823,component_status,SINGLE,SINGLE,CODED,false,NONE
K230842:input,K230842,input,PHYSIOLOGICAL_SIGNAL;CLINICAL_TABULAR_OR_TEXT;MULTIMODAL,PHYSIOLOGICAL_SIGNAL;CLINICAL_TABULAR_OR_TEXT;MULTIMODAL,CODED,false,NONE
K230842:output,K230842,output,RISK_SCORE_OR_PREDICTION;DETECTION_OR_ALERT,RISK_SCORE_OR_PREDICTION;DETECTION_OR_ALERT,CODED,false,NONE
K230842:user,K230842,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K230842:setting,K230842,setting,MONITORING,MONITORING,CODED,false,NONE
K230842:action,K230842,action,MONITORING_OR_FOLLOW_UP;OTHER,MONITORING_OR_FOLLOW_UP;OTHER,CODED,false,NONE
K230842:component_status,K230842,component_status,SINGLE,SINGLE,CODED,false,NONE
K230850:input,K230850,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230850:output,K230850,output,SEGMENTATION_OR_LOCALIZATION;RECOMMENDATION_OR_PLANNING,SEGMENTATION_OR_LOCALIZATION;RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K230850:user,K230850,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K230850:setting,K230850,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230850:action,K230850,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K230850:component_status,K230850,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,FUNCTION_GROUP_UNRESOLVED
K230854:input,K230854,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230854:output,K230854,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230854:user,K230854,user,TECHNOLOGIST_OR_OPERATOR,TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K230854:setting,K230854,setting,OUTPATIENT;OTHER,OUTPATIENT;OTHER,CODED,false,NONE
K230854:action,K230854,action,WORKFLOW_OR_DOCUMENTATION;OTHER,WORKFLOW_OR_DOCUMENTATION;OTHER,CODED,false,NONE
K230854:component_status,K230854,component_status,SINGLE,SINGLE,CODED,false,NONE
K230899:input,K230899,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230899:output,K230899,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K230899:user,K230899,user,RADIOLOGIST;OTHER_CLINICIAN,RADIOLOGIST;OTHER_CLINICIAN,CODED,false,NONE
K230899:setting,K230899,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K230899:action,K230899,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K230899:component_status,K230899,component_status,SINGLE,SINGLE,CODED,false,NONE
K230913:input,K230913,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230913:output,K230913,output,MEASUREMENT_OR_QUANTIFICATION;RECONSTRUCTION_OR_ENHANCEMENT;DOCUMENTATION_OR_SUMMARY,MEASUREMENT_OR_QUANTIFICATION;RECONSTRUCTION_OR_ENHANCEMENT;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K230913:user,K230913,user,OTHER_PHYSICIAN;RADIOLOGIST,OTHER_PHYSICIAN;RADIOLOGIST,CODED,false,NONE
K230913:setting,K230913,setting,OTHER;MONITORING,OTHER;MONITORING,CODED,false,NONE
K230913:action,K230913,action,OTHER;MONITORING_OR_FOLLOW_UP,OTHER;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K230913:component_status,K230913,component_status,SINGLE,SINGLE,CODED,false,NONE
K230977:input,K230977,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K230977:output,K230977,output,SEGMENTATION_OR_LOCALIZATION;RECONSTRUCTION_OR_ENHANCEMENT,SEGMENTATION_OR_LOCALIZATION;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K230977:user,K230977,user,OTHER_PHYSICIAN;RADIOLOGIST,OTHER_PHYSICIAN;RADIOLOGIST,CODED,false,NONE
K230977:setting,K230977,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K230977:action,K230977,action,TREATMENT_OR_PROCEDURE_PLANNING;THERAPY_DOSE_OR_DEVICE_CONTROL,TREATMENT_OR_PROCEDURE_PLANNING;THERAPY_DOSE_OR_DEVICE_CONTROL,CODED,false,NONE
K230977:component_status,K230977,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K231001:input,K231001,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231001:output,K231001,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K231001:user,K231001,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K231001:setting,K231001,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231001:action,K231001,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231001:component_status,K231001,component_status,SINGLE,SINGLE,CODED,false,NONE
K231010:input,K231010,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K231010:output,K231010,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K231010:user,K231010,user,OTHER_CLINICIAN;OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,OTHER_CLINICIAN;OTHER_PHYSICIAN;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K231010:setting,K231010,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER;ACUTE_TRIAGE_OR_EMERGENCY,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER;ACUTE_TRIAGE_OR_EMERGENCY,CODED,false,NONE
K231010:action,K231010,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231010:component_status,K231010,component_status,SINGLE,SINGLE,CODED,false,NONE
K231025:input,K231025,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231025:output,K231025,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K231025:user,K231025,user,RADIOLOGIST;OTHER_CLINICIAN,RADIOLOGIST;OTHER_CLINICIAN,CODED,false,NONE
K231025:setting,K231025,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231025:action,K231025,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K231025:component_status,K231025,component_status,SINGLE,SINGLE,CODED,false,NONE
K231038:input,K231038,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K231038:output,K231038,output,RISK_SCORE_OR_PREDICTION;DETECTION_OR_ALERT,RISK_SCORE_OR_PREDICTION;DETECTION_OR_ALERT,CODED,false,NONE
K231038:user,K231038,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K231038:setting,K231038,setting,MONITORING;PROCEDURAL_OR_OPERATING_ROOM;OTHER,MONITORING;PROCEDURAL_OR_OPERATING_ROOM;OTHER,CODED,false,NONE
K231038:action,K231038,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K231038:component_status,K231038,component_status,SINGLE,SINGLE,CODED,false,NONE
K231068:input,K231068,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K231068:output,K231068,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;OTHER,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;OTHER,CODED,false,NONE
K231068:user,K231068,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K231068:setting,K231068,setting,DIAGNOSTIC_INTERPRETATION;LABORATORY;OTHER,DIAGNOSTIC_INTERPRETATION;LABORATORY;OTHER,CODED,false,NONE
K231068:action,K231068,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K231068:component_status,K231068,component_status,SINGLE,SINGLE,CODED,false,NONE
K231094:input,K231094,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231094:output,K231094,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K231094:user,K231094,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K231094:setting,K231094,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K231094:action,K231094,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K231094:component_status,K231094,component_status,SINGLE,SINGLE,CODED,false,NONE
K231130:input,K231130,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231130:output,K231130,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;RECONSTRUCTION_OR_ENHANCEMENT,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K231130:user,K231130,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K231130:setting,K231130,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K231130:action,K231130,action,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K231130:component_status,K231130,component_status,SINGLE,SINGLE,CODED,false,NONE
K231143:input,K231143,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K231143:output,K231143,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K231143:user,K231143,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K231143:setting,K231143,setting,SCREENING;MONITORING;PROCEDURAL_OR_OPERATING_ROOM,SCREENING;MONITORING;PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K231143:action,K231143,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231143:component_status,K231143,component_status,SINGLE,SINGLE,CODED,false,NONE
K231149:input,K231149,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231149:output,K231149,output,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION;DOCUMENTATION_OR_SUMMARY,MEASUREMENT_OR_QUANTIFICATION;SEGMENTATION_OR_LOCALIZATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231149:user,K231149,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K231149:setting,K231149,setting,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,DIAGNOSTIC_INTERPRETATION;OUTPATIENT;OTHER,CODED,false,NONE
K231149:action,K231149,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231149:component_status,K231149,component_status,SINGLE,SINGLE,CODED,false,NONE
K231157:input,K231157,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231157:output,K231157,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K231157:user,K231157,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K231157:setting,K231157,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231157:action,K231157,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231157:component_status,K231157,component_status,SINGLE,SINGLE,CODED,false,NONE
K231173:input,K231173,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K231173:output,K231173,output,DETECTION_OR_ALERT;DOCUMENTATION_OR_SUMMARY,DETECTION_OR_ALERT;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231173:user,K231173,user,PATIENT_OR_CAREGIVER,PATIENT_OR_CAREGIVER,CODED,false,NONE
K231173:setting,K231173,setting,HOME_OR_CONSUMER;SCREENING;MONITORING,HOME_OR_CONSUMER;SCREENING;MONITORING,CODED,false,NONE
K231173:action,K231173,action,REFERRAL_OR_ESCALATION;PATIENT_SELF_MANAGEMENT,REFERRAL_OR_ESCALATION;PATIENT_SELF_MANAGEMENT,CODED,false,NONE
K231173:component_status,K231173,component_status,SINGLE,SINGLE,CODED,false,NONE
K231190:input,K231190,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231190:output,K231190,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231190:user,K231190,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231190:setting,K231190,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231190:action,K231190,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231190:component_status,K231190,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K231195:input,K231195,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231195:output,K231195,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K231195:user,K231195,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K231195:setting,K231195,setting,ACUTE_TRIAGE_OR_EMERGENCY;DIAGNOSTIC_INTERPRETATION;OTHER,ACUTE_TRIAGE_OR_EMERGENCY;DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K231195:action,K231195,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K231195:component_status,K231195,component_status,SINGLE,SINGLE,CODED,false,NONE
K231207:input,K231207,input,PHYSIOLOGICAL_SIGNAL;MEDICAL_IMAGE;DEVICE_TELEMETRY_OR_OPERATIONAL,PHYSIOLOGICAL_SIGNAL;MEDICAL_IMAGE;DEVICE_TELEMETRY_OR_OPERATIONAL,CODED,false,NONE
K231207:output,K231207,output,CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;RECONSTRUCTION_OR_ENHANCEMENT,CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K231207:user,K231207,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K231207:setting,K231207,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K231207:action,K231207,action,OTHER;WORKFLOW_OR_DOCUMENTATION,OTHER;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K231207:component_status,K231207,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K231281:input,K231281,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231281:output,K231281,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K231281:user,K231281,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K231281:setting,K231281,setting,OTHER,OTHER,CODED,false,NONE
K231281:action,K231281,action,OTHER,OTHER,CODED,false,NONE
K231281:component_status,K231281,component_status,SINGLE,SINGLE,CODED,false,NONE
K231324:input,K231324,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231324:output,K231324,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231324:user,K231324,user,OTHER_PHYSICIAN;RADIOLOGIST;OTHER,OTHER_PHYSICIAN;RADIOLOGIST;OTHER,CODED,false,NONE
K231324:setting,K231324,setting,PROCEDURAL_OR_OPERATING_ROOM,PROCEDURAL_OR_OPERATING_ROOM,CODED,false,NONE
K231324:action,K231324,action,TREATMENT_OR_PROCEDURE_PLANNING,TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K231324:component_status,K231324,component_status,SINGLE,SINGLE,CODED,false,NONE
K231335:input,K231335,input,CLINICAL_TABULAR_OR_TEXT,CLINICAL_TABULAR_OR_TEXT,CODED,false,NONE
K231335:output,K231335,output,CLASSIFICATION_OR_DIAGNOSIS,CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K231335:user,K231335,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K231335:setting,K231335,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231335:action,K231335,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231335:component_status,K231335,component_status,SINGLE,SINGLE,CODED,false,NONE
K231355:input,K231355,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K231355:output,K231355,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K231355:user,K231355,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K231355:setting,K231355,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231355:action,K231355,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231355:component_status,K231355,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,FUNCTION_GROUP_UNRESOLVED
K231384:input,K231384,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231384:output,K231384,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
K231384:user,K231384,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K231384:setting,K231384,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K231384:action,K231384,action,TRIAGE_OR_PRIORITIZATION,TRIAGE_OR_PRIORITIZATION,CODED,false,NONE
K231384:component_status,K231384,component_status,SINGLE,SINGLE,CODED,false,NONE
K231396:input,K231396,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231396:output,K231396,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231396:user,K231396,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K231396:setting,K231396,setting,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;MONITORING,DIAGNOSTIC_INTERPRETATION;PROCEDURAL_OR_OPERATING_ROOM;MONITORING,CODED,false,NONE
K231396:action,K231396,action,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,INTERPRETATION_OR_DIAGNOSIS;TREATMENT_OR_PROCEDURE_PLANNING,CODED,false,NONE
K231396:component_status,K231396,component_status,SINGLE,SINGLE,CODED,false,NONE
K231398:input,K231398,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231398:output,K231398,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231398:user,K231398,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K231398:setting,K231398,setting,DIAGNOSTIC_INTERPRETATION;MONITORING;OTHER,DIAGNOSTIC_INTERPRETATION;MONITORING;OTHER,CODED,false,NONE
K231398:action,K231398,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K231398:component_status,K231398,component_status,SINGLE,SINGLE,CODED,false,NONE
K231459:input,K231459,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231459:output,K231459,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231459:user,K231459,user,RADIOLOGIST;OTHER_PHYSICIAN,RADIOLOGIST;OTHER_PHYSICIAN,CODED,false,NONE
K231459:setting,K231459,setting,DIAGNOSTIC_INTERPRETATION;SCREENING,DIAGNOSTIC_INTERPRETATION;SCREENING,CODED,false,NONE
K231459:action,K231459,action,INTERPRETATION_OR_DIAGNOSIS;OTHER,INTERPRETATION_OR_DIAGNOSIS;OTHER,CODED,false,NONE
K231459:component_status,K231459,component_status,SINGLE,SINGLE,CODED,false,NONE
K231470:input,K231470,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231470:output,K231470,output,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS;OTHER,DETECTION_OR_ALERT;SEGMENTATION_OR_LOCALIZATION;CLASSIFICATION_OR_DIAGNOSIS;OTHER,CODED,false,NONE
K231470:user,K231470,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K231470:setting,K231470,setting,SCREENING;DIAGNOSTIC_INTERPRETATION,SCREENING;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231470:action,K231470,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231470:component_status,K231470,component_status,SINGLE,SINGLE,CODED,false,NONE
K231560:input,K231560,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231560:output,K231560,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K231560:user,K231560,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K231560:setting,K231560,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231560:action,K231560,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231560:component_status,K231560,component_status,SINGLE,SINGLE,CODED,false,NONE
K231570:input,K231570,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231570:output,K231570,output,MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K231570:user,K231570,user,RADIOLOGIST;OTHER_PHYSICIAN;OTHER_CLINICIAN,RADIOLOGIST;OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K231570:setting,K231570,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K231570:action,K231570,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K231570:component_status,K231570,component_status,SINGLE,SINGLE,CODED,false,NONE
K231572:input,K231572,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231572:output,K231572,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231572:user,K231572,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231572:setting,K231572,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231572:action,K231572,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K231572:component_status,K231572,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K231587:input,K231587,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K231587:output,K231587,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K231587:user,K231587,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
